id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration
id2029597,2,11-06-2016 17:26,11-06-2016 18:08,5,-73.99727631,40.73680878,-73.9577713,40.7735405,N,2536
id3838727,1,12-04-2016 11:11,12-04-2016 11:19,1,-73.98445129,40.73685074,-73.99340057,40.72979355,N,462
id2753578,2,19-02-2016 09:23,19-02-2016 09:35,2,-73.95619965,40.78234863,-73.9833374,40.77109146,N,686
id0107017,1,21-01-2016 08:24,21-01-2016 08:31,1,-74.00630188,40.71707153,-74.0074234,40.7332077,N,454
id2178976,2,02-05-2016 22:16,02-05-2016 22:29,1,-73.97335815,40.75260162,-73.97766113,40.77920914,N,767
id1216113,2,24-01-2016 13:28,24-01-2016 13:49,3,-73.95632172,40.77401352,-73.86161041,40.76825333,N,1279
id3342124,1,05-02-2016 20:28,05-02-2016 20:30,1,-73.99604797,40.76190948,-73.99050903,40.76108551,N,83
id3949431,1,17-04-2016 13:38,17-04-2016 14:05,1,-73.91941833,40.74352264,-73.98613739,40.76766968,N,1627
id3795256,1,10-01-2016 00:17,10-01-2016 00:25,1,-73.9910202,40.76087952,-73.97779846,40.75328064,N,481
id2979000,1,14-02-2016 02:23,14-02-2016 02:24,4,-73.98557281,40.73288727,-73.98659515,40.7299881,N,100
id0979624,1,18-03-2016 21:45,18-03-2016 21:50,1,-73.96634674,40.80473328,-73.97291565,40.79332733,N,275
id2589892,1,01-03-2016 12:52,01-03-2016 13:15,1,-73.97304535,40.75319672,-73.99282074,40.74785233,N,1414
id1608844,1,04-03-2016 21:11,04-03-2016 21:47,1,-73.9932251,40.7216568,-73.93867493,40.8455925,N,2153
id1492362,2,08-06-2016 21:31,08-06-2016 21:45,1,-74.01598358,40.71112061,-73.98732758,40.69630051,N,829
id0004017,2,22-05-2016 02:28,22-05-2016 02:31,5,-74.00244904,40.75014114,-73.99689484,40.75356674,N,139
id0911820,2,29-01-2016 20:35,29-01-2016 20:50,2,-74.00576019,40.7359314,-73.99100494,40.72690582,N,881
id1124501,2,01-03-2016 18:37,01-03-2016 18:49,1,-73.97484589,40.74675751,-73.99071503,40.75090027,N,716
id0207316,1,13-04-2016 15:00,13-04-2016 15:31,1,-73.98188019,40.76347733,-74.01551819,40.71118164,N,1852
id2980816,2,15-06-2016 12:57,15-06-2016 13:19,3,-73.99893951,40.76414108,-74.01441956,40.71266174,N,1283
id3068539,2,15-04-2016 21:47,15-04-2016 22:06,5,-73.97850037,40.72552109,-73.99186707,40.74907684,N,1165
id0216451,2,10-06-2016 02:20,10-06-2016 02:44,1,-73.96948242,40.75779343,-73.90924835,40.70706558,N,1456
id2547152,1,20-05-2016 10:05,20-05-2016 10:09,1,-73.95775604,40.78214645,-73.96342468,40.77353287,N,261
id2095525,1,11-04-2016 10:22,11-04-2016 10:30,1,-73.99153137,40.75020981,-73.98384857,40.74494934,N,518
id0816020,2,20-04-2016 14:26,20-04-2016 14:38,1,-73.99000549,40.73469162,-73.99004364,40.73423386,N,698
id0487870,1,19-05-2016 23:45,20-05-2016 00:01,1,-73.97988129,40.71402359,-73.9972229,40.74685669,N,981
id3204437,1,12-02-2016 18:51,12-02-2016 18:59,1,-73.98875427,40.737957,-74.00202179,40.74677658,N,484
id0198278,1,23-05-2016 18:49,23-05-2016 19:04,1,-73.97309113,40.78032684,-73.99382782,40.75225067,N,895
id3492574,1,21-05-2016 21:53,21-05-2016 22:02,1,-74.00283051,40.72853088,-74.00627899,40.73397064,N,549
id0650731,1,20-02-2016 19:47,20-02-2016 19:55,1,-73.96172333,40.7795105,-73.9805603,40.77002335,N,449
id0267287,1,27-03-2016 12:31,27-03-2016 12:39,1,-73.94561768,40.75161362,-73.94563293,40.75162888,N,470
id2004943,2,19-05-2016 20:32,19-05-2016 20:45,2,-73.99008179,40.73708725,-73.99085999,40.75551605,N,776
id2797733,1,26-06-2016 14:20,26-06-2016 14:29,1,-73.96976471,40.75787735,-73.98053741,40.76753998,N,509
id0750769,1,12-05-2016 10:52,12-05-2016 11:19,1,-73.98075104,40.76124191,-73.87083435,40.77407837,N,1643
id1887954,1,18-03-2016 18:53,18-03-2016 18:58,1,-73.98786926,40.75909424,-73.99004364,40.76475525,N,295
id3916542,2,20-06-2016 18:35,20-06-2016 18:45,1,-73.97915649,40.7528801,-73.98018646,40.76499176,N,617
id3269537,2,21-01-2016 09:17,21-01-2016 09:36,1,-74.00628662,40.74468613,-73.97543335,40.75556564,N,1126
id0792987,2,12-05-2016 06:20,12-05-2016 06:24,1,-73.97657013,40.78066635,-73.97113037,40.79440308,N,248
id3749950,2,18-04-2016 09:43,18-04-2016 10:15,1,-73.9740448,40.75033188,-73.96396637,40.80777359,N,1873
id1229898,2,16-02-2016 11:51,16-02-2016 11:56,1,-73.99291229,40.73006821,-73.99707794,40.72512054,N,304
id0008865,2,08-02-2016 15:49,08-02-2016 15:58,1,-73.96534729,40.79089355,-73.98267365,40.77497864,N,557
id0688744,2,06-02-2016 20:00,06-02-2016 20:10,3,-73.99330139,40.76781082,-73.98864746,40.7567215,N,612
id1405230,2,08-01-2016 14:37,08-01-2016 14:54,3,-73.98078156,40.78264618,-73.9683609,40.76225281,N,1040
id2708434,1,17-03-2016 21:20,17-03-2016 21:39,1,-73.99557495,40.74913025,-73.96244812,40.76689911,N,1132
id0832033,1,09-06-2016 22:45,09-06-2016 23:10,1,-73.99136353,40.74980164,-73.95896149,40.76239014,N,1464
id0817333,2,09-06-2016 21:22,09-06-2016 21:37,1,-73.99267578,40.75834274,-73.97600555,40.74497604,N,869
id3702327,2,10-01-2016 14:57,10-01-2016 15:09,1,-73.99367523,40.74978638,-73.97367096,40.75028992,N,723
id2418561,2,04-02-2016 01:02,04-02-2016 01:11,6,-73.97447205,40.75484848,-73.97447205,40.75484848,N,522
id3079943,2,02-06-2016 20:29,02-06-2016 20:30,2,-74.00508118,40.72280121,-74.0025177,40.72901917,N,75
id0456131,1,19-04-2016 19:58,19-04-2016 20:01,1,-73.96056366,40.79754257,-73.9706955,40.79521942,N,176
id1533649,2,23-05-2016 20:40,23-05-2016 20:57,1,-73.97849274,40.76214981,-74.00575256,40.7401619,N,983
id3867209,1,21-05-2016 19:44,21-05-2016 19:46,1,-74.00179291,40.7262001,-74.00728607,40.72665787,N,172
id2661996,2,08-03-2016 17:47,08-03-2016 18:05,1,-73.9807663,40.75005722,-73.995224,40.71864319,N,1112
id1244454,2,29-02-2016 07:47,29-02-2016 07:53,1,-73.96585083,40.76230621,-73.95644379,40.7679863,N,356
id1066959,1,01-05-2016 21:15,01-05-2016 21:55,1,-73.99349976,40.71813965,-73.88415527,40.74766541,N,2410
id1322077,1,22-02-2016 07:42,22-02-2016 07:51,1,-73.98279572,40.73947906,-73.9855423,40.75624466,N,563
id0773731,1,16-03-2016 19:49,16-03-2016 19:58,1,-74.00910187,40.72614288,-73.98961639,40.74071121,N,534
id2188806,2,28-02-2016 21:38,28-02-2016 21:48,3,-73.98670197,40.72224808,-73.99232483,40.69889832,N,590
id1119809,1,26-06-2016 04:46,26-06-2016 05:01,1,-73.98080444,40.72990417,-73.95046997,40.68490982,N,880
id0374221,1,09-01-2016 04:49,09-01-2016 04:55,3,-73.91606903,40.77033615,-73.92536926,40.77180862,N,332
id0341965,2,02-04-2016 20:09,02-04-2016 20:28,1,-73.89740753,40.75416183,-73.87700653,40.74098969,N,1155
id0716595,1,10-04-2016 18:17,10-04-2016 18:29,1,-73.95025635,40.78709793,-73.97897339,40.77240753,N,744
id2263214,1,01-06-2016 12:48,01-06-2016 12:57,3,-73.97657013,40.78058243,-73.98188782,40.76795959,N,536
id3431110,2,08-02-2016 06:37,08-02-2016 06:40,2,-73.96116638,40.76057816,-73.95262146,40.77233887,N,155
id0266018,1,24-04-2016 12:49,24-04-2016 12:56,1,-73.96474457,40.75921631,-73.97642517,40.76420975,N,396
id1078540,2,21-05-2016 19:41,21-05-2016 19:54,1,-74.00444031,40.74221039,-74.01020813,40.71958923,N,775
id2497237,2,03-01-2016 09:40,03-01-2016 09:56,1,-73.98915863,40.77437973,-73.97943878,40.74221039,N,961
id3470715,2,01-06-2016 14:17,01-06-2016 14:52,2,-73.98937988,40.75057983,-73.87046051,40.77370071,N,2112
id3481005,2,12-02-2016 17:07,12-02-2016 17:29,1,-73.97543335,40.75814056,-74.00656128,40.73212433,N,1316
id3763205,1,19-05-2016 14:57,19-05-2016 15:14,2,-73.9995575,40.72210312,-73.99902344,40.74199677,N,1023
id0642755,2,22-06-2016 21:15,22-06-2016 21:23,5,-73.97312927,40.7578392,-73.95970917,40.76947021,N,468
id3194026,2,08-03-2016 14:44,08-03-2016 14:51,1,-73.99112701,40.73326111,-74.00527191,40.7417984,N,391
id1482603,1,29-05-2016 01:21,29-05-2016 01:36,1,-73.95106506,40.78607178,-73.98776245,40.72132111,N,937
id0399264,1,05-05-2016 00:21,05-05-2016 00:42,1,-73.86356354,40.76961899,-73.98529053,40.6916008,N,1225
id0809546,2,08-06-2016 21:12,08-06-2016 21:30,1,-73.98899078,40.75777054,-73.95160675,40.77928925,N,1046
id3645100,2,02-02-2016 08:47,02-02-2016 08:52,4,-73.97740173,40.77933121,-73.98251343,40.7722702,N,280
id0006050,1,18-06-2016 20:31,18-06-2016 20:37,3,-73.98193359,40.74642563,-73.99111938,40.74937057,N,351
id2203743,1,13-06-2016 17:52,13-06-2016 18:16,1,-73.99091339,40.74562454,-73.98529816,40.76328278,N,1421
id1185326,1,03-05-2016 17:02,03-05-2016 17:07,1,-73.98840332,40.73709106,-73.99194336,40.727211,N,256
id3390137,2,26-03-2016 11:52,26-03-2016 11:58,1,-73.96456909,40.76062012,-73.97428131,40.73680878,N,366
id0256233,1,22-05-2016 20:27,22-05-2016 20:41,1,-73.9653244,40.79107285,-73.99269867,40.76683807,N,840
id3847828,2,27-03-2016 20:19,27-03-2016 20:28,2,-73.98135376,40.74131012,-73.98350525,40.75570679,N,534
id0272881,2,03-01-2016 02:31,03-01-2016 02:35,1,-73.99468231,40.76050949,-73.98883057,40.77791977,N,222
id2092832,2,29-02-2016 22:52,29-02-2016 22:58,2,-73.99019623,40.74079132,-73.97821808,40.75107956,N,367
id0911113,2,07-01-2016 02:00,07-01-2016 02:16,2,-73.99240112,40.72462082,-73.98780823,40.67163086,N,919
id3851715,1,14-01-2016 17:19,14-01-2016 17:30,1,-73.98506927,40.76897812,-73.9961853,40.74691391,N,668
id1121731,2,13-02-2016 14:00,13-02-2016 14:33,1,-73.97264099,40.78081131,-74.00015259,40.73503876,N,1996
id1968594,1,12-02-2016 07:29,12-02-2016 07:40,1,-73.99201202,40.72574615,-73.99158478,40.74908829,N,626
id0271329,2,28-03-2016 14:23,28-03-2016 14:30,3,-74.00138855,40.75691223,-73.99529266,40.74990845,N,421
id0746086,1,15-05-2016 00:58,15-05-2016 01:08,1,-73.98908234,40.77692795,-73.94167328,40.8382988,N,607
id1140878,2,14-04-2016 09:33,14-04-2016 09:40,6,-73.97525024,40.75271988,-73.98555756,40.74726868,N,393
id0816210,1,26-03-2016 15:15,26-03-2016 15:20,1,-73.97979736,40.78448868,-73.98241425,40.77235413,N,315
id0955765,1,18-06-2016 01:53,18-06-2016 01:57,1,-73.80081177,40.70838928,-73.80764771,40.71566391,N,247
id2799406,1,23-02-2016 13:45,23-02-2016 13:54,1,-73.99079895,40.75564575,-73.9851532,40.74765015,N,548
id3821975,2,31-05-2016 22:05,31-05-2016 22:18,2,-73.98236084,40.77331161,-73.95128632,40.77310181,N,763
id3377132,2,19-04-2016 09:25,19-04-2016 09:44,5,-73.98828888,40.72788239,-73.97494507,40.75661087,N,1166
id3989807,2,14-06-2016 08:23,14-06-2016 08:38,3,-73.95394897,40.77073288,-73.97168732,40.7571907,N,877
id2221454,1,11-04-2016 23:30,11-04-2016 23:35,2,-73.98072815,40.75176239,-73.98762512,40.74237442,N,283
id2762396,2,24-01-2016 15:18,24-01-2016 15:23,6,-74.00363922,40.72698593,-74.00376129,40.71757889,N,297
id3137733,1,21-03-2016 11:30,21-03-2016 11:45,1,-73.9782486,40.75267029,-73.98369598,40.76600647,N,929
id1435019,1,25-06-2016 18:09,25-06-2016 18:11,1,-73.95700836,40.7709198,-73.96264648,40.76662445,N,137
id3673478,2,17-05-2016 20:13,17-05-2016 20:30,2,-73.99343872,40.73637009,-73.9745636,40.75172043,N,999
id2130148,1,13-02-2016 19:09,13-02-2016 19:19,1,-73.99408722,40.75101471,-73.97524261,40.75109863,N,625
id2526802,2,28-04-2016 17:19,28-04-2016 18:18,1,-73.98642731,40.7400589,-73.78349304,40.64377975,N,3532
id0351334,1,08-04-2016 19:50,08-04-2016 19:57,4,-73.97536469,40.78967667,-73.98852539,40.77851486,N,453
id3123145,2,07-03-2016 19:06,07-03-2016 19:19,1,-74.01009369,40.72089005,-73.99001312,40.76710129,N,783
id3917382,1,15-05-2016 19:35,15-05-2016 20:17,1,-73.98635864,40.75880432,-73.99489594,40.72136307,N,2560
id3070941,2,03-05-2016 18:51,03-05-2016 18:57,2,-73.95423126,40.78998947,-73.95033264,40.77991104,N,395
id3755205,2,24-06-2016 12:46,24-06-2016 12:54,5,-73.97849274,40.74821091,-73.99478912,40.73656845,N,522
id3067550,1,22-03-2016 11:13,22-03-2016 11:20,1,-74.00463867,40.73540497,-73.99160767,40.73999786,N,437
id2871516,1,19-06-2016 00:45,19-06-2016 01:27,2,-73.99562073,40.74926758,-73.93696594,40.85187912,N,2546
id3188221,1,20-04-2016 17:07,20-04-2016 17:17,1,-73.97457886,40.77816391,-73.96497345,40.77511978,N,602
id3558671,1,02-06-2016 12:01,02-06-2016 12:25,1,-73.99947357,40.74380875,-73.9798584,40.74356461,N,1468
id2996714,2,04-06-2016 19:08,04-06-2016 19:19,1,-73.98538208,40.7441864,-74.00256348,40.73045349,N,684
id3345287,1,09-06-2016 12:44,09-06-2016 13:07,1,-73.95256805,40.77664566,-73.98357391,40.76195526,N,1338
id0289940,1,25-02-2016 20:50,25-02-2016 21:03,1,-74.00306702,40.73358536,-73.99050903,40.76253891,N,785
id1283200,2,13-06-2016 06:46,13-06-2016 06:57,1,-73.95681763,40.74608994,-73.96341705,40.71855927,N,645
id1538139,2,11-02-2016 23:56,12-02-2016 00:22,6,-73.98583984,40.75783157,-73.95485687,40.73443985,N,1587
id0787947,2,20-04-2016 11:27,20-04-2016 11:30,1,-73.99703217,40.7256012,-74.00289154,40.73086929,N,192
id1914235,1,22-02-2016 14:40,22-02-2016 14:48,2,-73.9588623,40.76424789,-73.97010803,40.75981903,N,477
id1163004,2,06-05-2016 08:57,06-05-2016 09:01,1,-73.95843506,40.80080032,-73.96456146,40.80577087,N,236
id0473522,2,07-01-2016 08:11,07-01-2016 08:12,1,-73.94595337,40.77762604,-73.94805145,40.77457809,N,84
id3809217,2,10-02-2016 06:34,10-02-2016 06:40,1,-73.98967743,40.75744629,-73.97160339,40.76233673,N,354
id1906114,1,23-03-2016 19:26,23-03-2016 19:32,1,-73.97920227,40.75052261,-73.9887085,40.73668671,N,345
id2960339,1,14-04-2016 10:00,14-04-2016 10:05,1,-73.98458099,40.72867584,-73.98879242,40.73654556,N,341
id0102456,2,06-02-2016 13:25,06-02-2016 13:31,5,-73.98247528,40.77746582,-73.97079468,40.78927612,N,362
id3254514,1,06-04-2016 19:26,06-04-2016 19:45,1,-73.98100281,40.78181839,-73.98498535,40.75963211,N,1104
id0142336,1,07-02-2016 17:35,07-02-2016 18:09,1,-73.99370575,40.74990463,-73.98203278,40.78472519,N,2051
id1203616,1,26-02-2016 10:14,26-02-2016 10:59,2,-73.97919464,40.76686096,-73.9833374,40.64561844,N,2714
id3918731,1,05-04-2016 21:16,05-04-2016 21:22,1,-73.98348236,40.7600441,-73.99121857,40.75011063,N,353
id3950641,1,24-05-2016 08:14,24-05-2016 08:16,1,-74.00176239,40.73063278,-73.99743652,40.73654556,N,137
id2012514,2,27-04-2016 18:50,27-04-2016 18:59,2,-73.97631073,40.78587723,-73.98314667,40.76921082,N,553
id0165383,2,11-03-2016 07:45,11-03-2016 08:35,1,-73.96391296,40.80818939,-73.78044891,40.64590073,N,2990
id0143664,1,07-01-2016 09:29,07-01-2016 10:03,2,-73.87078094,40.77364349,-73.992836,40.75666809,N,2055
id0727507,1,05-02-2016 00:24,05-02-2016 00:54,1,-73.97989655,40.7544632,-73.96421814,40.6442337,N,1743
id3590703,1,02-05-2016 18:41,02-05-2016 18:56,1,-74.00852966,40.71981812,-73.98491669,40.72789764,N,856
id3776212,1,30-06-2016 12:11,30-06-2016 12:21,1,-73.95442963,40.8211937,-73.96629333,40.80498886,N,628
id3873431,2,22-02-2016 20:44,22-02-2016 20:52,5,-73.9524231,40.76649094,-73.95568848,40.7878418,N,480
id3054362,1,27-01-2016 08:51,27-01-2016 09:09,1,-73.99253082,40.74365997,-73.99726868,40.72467422,N,1057
id0957424,1,17-05-2016 08:43,17-05-2016 08:58,1,-73.97661591,40.75226212,-73.9825058,40.75807953,N,916
id0455362,2,01-04-2016 21:30,01-04-2016 22:07,1,-74.00553131,40.74069977,-73.95205688,40.77716064,N,2229
id0037484,1,17-02-2016 16:06,17-02-2016 16:15,1,-73.96412659,40.77334976,-73.96743774,40.7878685,N,536
id0324660,2,09-02-2016 19:37,09-02-2016 19:53,1,-73.98605347,40.75190353,-73.9725647,40.79759216,N,997
id1129863,2,19-01-2016 09:34,19-01-2016 09:50,1,-73.99422455,40.75100327,-73.9765625,40.75006104,N,948
id1224876,1,17-03-2016 12:39,17-03-2016 13:01,1,-73.87309265,40.77412796,-73.78215027,40.64431381,N,1320
id2587962,1,15-05-2016 07:11,15-05-2016 07:13,1,-73.99062347,40.71832275,-73.98062134,40.72167206,N,168
id3613072,2,20-06-2016 18:25,20-06-2016 18:34,2,-74.00766754,40.74279022,-73.98695374,40.74224091,N,505
id3931106,1,08-05-2016 05:04,08-05-2016 05:14,1,-73.94695282,40.7721405,-73.98632813,40.76158524,N,571
id1161668,1,29-03-2016 21:55,29-03-2016 21:59,1,-73.99689484,40.74228668,-73.98609161,40.74474716,N,281
id2579219,1,15-03-2016 19:04,15-03-2016 19:16,1,-73.96987915,40.75307465,-73.97502899,40.76120377,N,678
id0255813,2,19-01-2016 17:37,19-01-2016 17:59,1,-73.98103333,40.73713684,-73.99123383,40.75611496,N,1313
id1486038,2,16-02-2016 18:20,16-02-2016 18:41,1,-74.00322723,40.74889374,-73.99966431,40.71191788,N,1242
id2013782,2,06-01-2016 18:01,06-01-2016 18:07,4,-74.00243378,40.71611023,-73.99879456,40.73464584,N,354
id1898988,1,06-05-2016 12:42,06-05-2016 13:16,2,-73.97128296,40.76456451,-74.00437927,40.72240067,N,2062
id0372992,2,23-04-2016 00:28,23-04-2016 00:38,1,-73.90621948,40.76810837,-73.86741638,40.75286102,N,562
id3251250,1,26-06-2016 22:56,26-06-2016 23:00,1,-73.99143982,40.74979782,-73.99913025,40.73937607,N,237
id1294422,1,21-04-2016 06:24,21-04-2016 06:35,1,-73.97118378,40.78300095,-73.99056244,40.75104141,N,636
id2746368,2,27-03-2016 16:16,27-03-2016 16:42,1,-73.98626709,40.76727295,-73.99728394,40.72168732,N,1531
id1635027,2,21-06-2016 22:56,21-06-2016 23:01,1,-73.98805237,40.74945831,-73.97988892,40.75307083,N,284
id3381888,2,17-01-2016 14:42,17-01-2016 14:54,6,-73.97374725,40.76295853,-73.9650116,40.76171875,N,671
id1323718,1,23-04-2016 16:32,23-04-2016 16:37,1,-73.98168945,40.7285347,-73.99256134,40.73556137,N,326
id0403884,2,18-03-2016 10:51,18-03-2016 11:06,2,-73.95165253,40.82504654,-73.93955231,40.80524063,N,884
id0861688,2,26-04-2016 11:43,26-04-2016 11:55,1,-73.96596527,40.77103043,-73.97220612,40.78656387,N,730
id2634563,1,04-04-2016 17:30,04-04-2016 17:39,1,-73.99500275,40.73666382,-73.98363495,40.72162247,N,582
id1939101,2,28-04-2016 13:26,28-04-2016 13:37,1,-73.95664978,40.78376007,-73.96861267,40.79154968,N,695
id0819429,1,24-06-2016 22:16,24-06-2016 22:30,1,-73.99420166,40.73640823,-74.00280762,40.75047302,Y,805
id1357475,2,01-05-2016 17:49,01-05-2016 18:02,1,-73.99475861,40.72117615,-74.014534,40.71404648,N,763
id3665084,2,02-06-2016 11:14,02-06-2016 11:20,5,-73.98271179,40.77581024,-73.9825592,40.76345825,N,358
id3480468,1,03-04-2016 15:36,03-04-2016 15:49,2,-73.99506378,40.73995972,-73.97973633,40.7623024,N,805
id1181486,1,31-03-2016 16:27,31-03-2016 16:37,1,-73.99053955,40.74578857,-73.99157715,40.75444031,N,543
id2584322,1,06-03-2016 07:21,06-03-2016 07:24,1,-73.97533417,40.74107742,-73.98160553,40.74660873,N,169
id3850417,1,23-06-2016 00:39,23-06-2016 00:44,1,-73.99554443,40.76484299,-73.98547363,40.75517654,N,337
id2895178,2,18-01-2016 17:05,18-01-2016 17:15,1,-73.98233032,40.75133896,-74.00106049,40.73685837,N,579
id3951136,2,25-02-2016 16:39,25-02-2016 17:25,1,-73.98323822,40.7445488,-73.87122345,40.77426147,N,2794
id3976514,2,23-01-2016 08:47,23-01-2016 08:55,1,-73.97491455,40.76179123,-73.98928833,40.76774597,N,460
id3649036,2,24-03-2016 21:33,24-03-2016 22:22,1,-73.98313141,40.76590347,-73.97362518,40.68703842,N,2931
id2999488,2,09-03-2016 16:04,09-03-2016 17:23,2,-73.97850037,40.76242065,-73.7828064,40.64400864,N,4746
id0751800,2,01-06-2016 07:06,01-06-2016 07:09,1,-73.98305511,40.76577759,-73.98470306,40.76084518,N,170
id2799508,1,12-03-2016 02:39,12-03-2016 02:56,1,-73.98907471,40.71888733,-74.01450348,40.70810318,N,974
id3204142,2,24-05-2016 16:14,24-05-2016 16:27,5,-73.95406342,40.76709366,-73.96388245,40.76815796,N,777
id3945508,2,22-01-2016 16:27,22-01-2016 16:37,4,-73.93827057,40.82133102,-73.94313812,40.83129883,N,620
id3347952,1,07-04-2016 07:33,07-04-2016 07:47,1,-73.97879791,40.75324631,-73.95332336,40.76652908,N,859
id0520955,1,30-01-2016 01:15,30-01-2016 01:24,2,-73.99433899,40.76423645,-73.98802948,40.74901581,N,553
id3476491,2,07-04-2016 21:54,07-04-2016 22:37,3,-74.00731659,40.72689056,-73.92476654,40.82777023,N,2550
id1380292,2,25-02-2016 16:08,25-02-2016 16:18,1,-73.95812225,40.77886963,-73.95719147,40.77050018,N,593
id2876229,1,09-01-2016 22:45,09-01-2016 22:49,1,-73.95036316,40.77981949,-73.95775604,40.78040314,N,211
id3894873,2,25-01-2016 10:14,25-01-2016 10:18,1,-73.9552002,40.78321838,-73.96166992,40.77442169,N,281
id2970664,2,14-04-2016 21:30,14-04-2016 21:39,1,-74.00679779,40.73567963,-74.01535034,40.70996094,N,552
id3321706,2,10-01-2016 16:37,10-01-2016 16:43,1,-73.96656799,40.76448059,-73.95520782,40.7857666,N,376
id0085762,2,17-05-2016 18:10,17-05-2016 18:40,1,-73.99108124,40.72777939,-73.98838043,40.7589798,N,1779
id3070832,1,22-05-2016 22:54,22-05-2016 23:00,1,-73.99462128,40.75048065,-73.99911499,40.76111603,N,399
id2357807,2,28-01-2016 22:05,28-01-2016 22:23,2,-73.87268829,40.77422333,-73.9730835,40.7557106,N,1110
id3295434,1,12-04-2016 18:30,12-04-2016 18:57,1,-74.0116806,40.70282364,-73.99137115,40.75503159,N,1614
id3329806,1,05-04-2016 14:46,05-04-2016 15:03,1,-73.99562836,40.7490921,-73.96949768,40.7849617,N,999
id0059470,1,17-05-2016 14:23,17-05-2016 14:35,1,-74.00453949,40.70734024,-73.99372864,40.72087097,N,708
id3187047,2,30-04-2016 18:28,30-04-2016 18:41,2,-73.98018646,40.75965881,-73.9675293,40.79288101,N,773
id0347076,2,09-06-2016 19:02,09-06-2016 19:08,1,-73.96343231,40.77444839,-73.97525787,40.78245163,N,340
id1331283,1,07-04-2016 19:01,07-04-2016 19:19,1,-73.97812653,40.7731781,-73.94775391,40.77954483,N,1070
id1700645,1,20-06-2016 12:28,20-06-2016 13:01,2,-73.87265778,40.77422333,-73.96379852,40.76444626,N,1988
id3103362,2,25-02-2016 01:59,25-02-2016 02:08,1,-73.98373413,40.73096848,-73.99710083,40.71457291,N,507
id0441380,2,23-03-2016 07:57,23-03-2016 08:03,1,-73.98202515,40.73205566,-73.9704361,40.74917603,N,390
id2855235,2,07-05-2016 22:02,07-05-2016 22:12,6,-73.97062683,40.79861832,-73.98396301,40.77376175,N,590
id1376852,2,28-05-2016 01:21,28-05-2016 01:27,1,-74.00643158,40.73881149,-74.00480652,40.7521019,N,359
id0800592,1,25-04-2016 19:04,25-04-2016 19:17,1,-73.97927094,40.76165009,-73.99477386,40.75027847,N,808
id0979841,1,26-01-2016 16:22,26-01-2016 16:32,1,-74.00807953,40.73937988,-73.9928894,40.73106384,N,582
id0867874,2,30-04-2016 10:55,30-04-2016 11:16,2,-73.97606659,40.75154877,-74.00576782,40.71479034,N,1267
id2456070,2,19-02-2016 20:02,19-02-2016 20:22,1,-73.9888916,40.75874329,-73.93887329,40.75256348,N,1259
id3469086,2,31-03-2016 09:01,31-03-2016 09:17,1,-74.00331879,40.73289108,-74.00497437,40.741436,N,952
id0508116,1,11-01-2016 08:13,11-01-2016 08:14,2,-73.96038818,40.76996231,-73.95827484,40.77273941,N,78
id1509449,2,02-01-2016 19:22,02-01-2016 19:38,1,-73.95014191,40.78565979,-73.97592926,40.76388168,N,993
id0085864,2,15-04-2016 14:23,15-04-2016 14:56,1,-73.95852661,40.76436615,-73.99194336,40.7492218,N,1991
id2608795,1,04-02-2016 21:21,04-02-2016 21:27,1,-73.96529388,40.75511932,-73.95391083,40.77451706,N,392
id0675883,2,20-02-2016 10:31,20-02-2016 10:44,1,-73.98079681,40.74197006,-73.99165344,40.74935913,N,778
id0849128,1,25-02-2016 17:44,25-02-2016 17:48,1,-73.97235107,40.79388428,-73.97112274,40.78608322,N,283
id0216033,1,30-01-2016 21:42,30-01-2016 21:53,1,-73.98684692,40.74332428,-73.97995758,40.73343658,N,629
id2628124,1,16-01-2016 20:55,16-01-2016 21:08,1,-73.98937988,40.75061035,-73.95049286,40.79217529,N,785
id3799708,1,16-03-2016 13:33,16-03-2016 13:47,1,-73.99211884,40.75025177,-73.9885788,40.75584412,N,865
id0971197,2,06-04-2016 10:30,06-04-2016 11:01,5,-74.00852966,40.73114014,-73.96977234,40.75777054,N,1875
id2775569,1,10-06-2016 11:36,10-06-2016 11:48,1,-73.96006775,40.76636124,-73.97393036,40.76272964,N,699
id3312919,2,16-04-2016 14:30,16-04-2016 14:48,1,-73.9804306,40.77537155,-73.98867798,40.74893188,N,1052
id0705106,2,13-01-2016 19:35,13-01-2016 19:45,1,-73.98988342,40.73519135,-73.98575592,40.72621918,N,586
id3368334,2,10-01-2016 09:52,10-01-2016 10:01,2,-74.00299835,40.73994446,-73.97808838,40.73748779,N,514
id2066606,1,28-06-2016 20:10,28-06-2016 20:20,1,-73.98721313,40.73891449,-73.98753357,40.72539139,N,588
id0102044,1,21-06-2016 14:57,21-06-2016 15:18,1,-73.97830963,40.76311874,-73.99184418,40.74259949,N,1267
id3264674,1,19-01-2016 05:13,19-01-2016 05:49,3,-73.980896,40.76302719,-73.78333282,40.6438179,N,2182
id0836364,2,05-02-2016 08:48,05-02-2016 08:57,1,-74.01499176,40.71799088,-74.00652313,40.71010971,N,504
id3713365,1,05-05-2016 09:26,05-05-2016 09:40,1,-73.98770905,40.7286911,-73.97428131,40.75149536,N,819
id3059109,1,09-06-2016 10:48,09-06-2016 10:59,1,-73.9943161,40.75074387,-73.98457336,40.75540161,N,692
